"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"7/8/2026 10:41:15 PM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"7/8/2026 10:41:08 PM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"6/2/2026 7:29:57 AM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"6/2/2026 7:09:57 AM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"6/2/2026 7:09:56 AM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"6/2/2026 7:09:56 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:09:56 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:09:56 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:09:32 AM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"6/2/2026 7:09:26 AM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"6/2/2026 7:06:20 AM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"6/2/2026 7:04:53 AM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"6/2/2026 7:04:52 AM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"6/2/2026 7:04:52 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:04:52 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:04:52 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/2/2026 7:04:28 AM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
